I,F,G,A,H,T,R
1031137228,"[0.6970000267028809, [['1031137228', 0.3889999985694885], ['1026295355', 0.0]]]","[['Female', 0.0], ['Male', 1.0]]","[51L, 0.22200000286102295]","[143.0, 0.07999999821186066]",856,1
1031137228,"[0.671999990940094, [['1031137228', 0.8519999980926514], ['1026295355', 0.21400000154972076]]]","[['Female', 0.050999999046325684], ['Male', 0.9490000009536743]]","[29L, 0.22200000286102295]","[135.39999389648438, 0.07999999821186066]",857,0
1094954671,"[0.625, [['1094954671', 1.0], ['1031137228', 0.0989999994635582], ['1026295355', 0.09000000357627869]]]","[['Female', 0.0], ['Male', 1.0]]","[30L, 0.5]","[126.9000015258789, 0.07999999821186066]",862,1
1094954671,"[0.6259999871253967, [['1094954671', 0.35199999809265137], ['1031137228', 0.3089999854564667], ['1026295355', 0.12099999934434891]]]","[['Female', 0.22200000286102295], ['Male', 0.777999997138977]]","[26L, 0.5]","[123.9000015258789, 0.07999999821186066]",862,0
1094954671,"[0.6320000290870667, [['1094954671', 0.859000027179718], ['1031137228', 0.20600000023841858], ['1026295355', 0.04500000178813934]]]","[['Female', 0.0], ['Male', 1.0]]","[33L, 0.5]","[113.80000305175781, 0.07999999821186066]",863,0
1094954671,"[0.7799999713897705, [['1094954671', 0.7889999747276306], ['1031137228', 0.23100000619888306], ['1026295355', 0.0]]]","[['Female', 0.07899999618530273], ['Male', 0.9210000038146973]]","[32L, 0.5]","[151.5, 0.07999999821186066]",865,0
1094954671,"[0.6570000052452087, [['1094954671', 0.7360000014305115], ['1031137228', 0.17100000381469727], ['1026295355', 0.15199999511241913]]]","[['Female', 0.1499999761581421], ['Male', 0.8500000238418579]]","[35L, 0.5]","[119.4000015258789, 0.07999999821186066]",866,0
