I_real,I_est,I_prob,Calc_time,R
52883703,0,"[0.05670867 0.04985159 0.02340622 0.05667758 0.02969635 0.03865794
 0.07712093 0.0447175  0.09664678 0.03345633 0.01887499 0.04433097
 0.02333435 0.01841968 0.07003634 0.05271669 0.04484711 0.02231427
 0.0834441  0.0229533  0.05551524 0.03627305]",98.57604598999023,1
1031150558,0,"[0.0330423  0.06098764 0.02889947 0.02160917 0.08242692 0.0470546
 0.04520626 0.07239713 0.0421265  0.03864438 0.03799617 0.02364043
 0.05089255 0.03218865 0.05209983 0.0723438  0.0277811  0.04998775
 0.02834977 0.02874745 0.02932989 0.06934839 0.02489987]",96.8643388748169,1
1020814482,0,"[0.01761174 0.02413544 0.06496526 0.03885186 0.04843585 0.05115556
 0.04039206 0.10392504 0.04631105 0.03618257 0.03279771 0.05262089
 0.02969822 0.02507284 0.06760917 0.0491941  0.04107645 0.04162206
 0.04354391 0.01617523 0.04469521 0.03786824 0.02235688 0.02370266]",92.47161197662354,1
1026582059,0,"[0.02361875 0.03745704 0.04164056 0.02979978 0.05794678 0.05564098
 0.04329653 0.08419144 0.03749736 0.0520908  0.04340125 0.04471122
 0.02983749 0.03506821 0.05957436 0.05565736 0.0282296  0.04847921
 0.03467785 0.03742594 0.02792299 0.04678199 0.01650587 0.02854665]",90.72238492965698,1
1015461098,0,"[0.02625501 0.03980148 0.04157303 0.03838071 0.0412417  0.05604441
 0.0463301  0.06777989 0.03636774 0.03474536 0.03099785 0.03218753
 0.01863541 0.02853446 0.05590622 0.05445797 0.03187941 0.04040281
 0.03155249 0.03323875 0.02546362 0.05350488 0.02429747 0.02946035
 0.08096133]",87.3502550125122,1
1078372140,0,"[0.0318442  0.02548546 0.06960588 0.04012743 0.02546256 0.02733969
 0.05698007 0.04580224 0.0505296  0.01966959 0.02385042 0.05055908
 0.02417461 0.01231471 0.04575654 0.03610026 0.09075789 0.03669473
 0.06584343 0.02045295 0.05499923 0.0250696  0.02298634 0.02207495
 0.03562614 0.0398924 ]",77.51083898544312,1
1016079347,0,"[0.01454509 0.0491341  0.03928281 0.02282074 0.04666213 0.05779001
 0.03708992 0.05490355 0.02775373 0.06621142 0.03533742 0.03443655
 0.04050808 0.03059164 0.04445932 0.03644243 0.02683379 0.04557021
 0.03021012 0.05144966 0.02498137 0.03615563 0.00781579 0.01095525
 0.05233495 0.04913454 0.02658976]",78.64962482452393,1
1032473955,0,"[0.02863607 0.0478547  0.02757815 0.02609488 0.05281767 0.04018421
 0.03047797 0.05326789 0.02852492 0.03088853 0.0426749  0.02820137
 0.04748176 0.04787548 0.03707618 0.04721772 0.01162353 0.03971186
 0.0181567  0.04259597 0.01753    0.03952873 0.01888521 0.0264327
 0.07145851 0.0357864  0.02234784 0.03909014]",89.08208703994751,1
1052401998,0,"[0.02060676 0.03372117 0.03052541 0.0167875  0.0342421  0.04249709
 0.03484799 0.04991415 0.02438338 0.02027989 0.02770625 0.03764745
 0.02627018 0.02248137 0.050576   0.05756174 0.03455618 0.04224337
 0.02336469 0.02441773 0.03040418 0.05474964 0.01332731 0.03797989
 0.05666853 0.04156887 0.02633898 0.04017496 0.04415726]",81.72265887260437,1
1031137228,0,"[0.01323906 0.09027222 0.03231924 0.01846918 0.019064   0.03157093
 0.02590882 0.01973137 0.03116164 0.047113   0.05014176 0.03946481
 0.06074313 0.02677757 0.02485486 0.02629668 0.01877488 0.02216028
 0.02292395 0.0392864  0.02160776 0.03028572 0.02730007 0.03141193
 0.03072291 0.03371963 0.02302667 0.05431429 0.04926832 0.03806892]",31.741878986358643,1
1031137228,0,"[0.02248386 0.04596137 0.02679981 0.02694658 0.03682423 0.02866061
 0.02694658 0.05143633 0.02295014 0.03307537 0.02974395 0.02743851
 0.03588352 0.03757272 0.03596062 0.03900921 0.02953044 0.03519568
 0.02806508 0.03853324 0.02424136 0.03267644 0.02347104 0.02426663
 0.04983151 0.03613677 0.02996077 0.03980977 0.04175516 0.03883273]",37.193716049194336,0
1031137228,0,"[0.01406621 0.06433883 0.03175336 0.01725915 0.02999146 0.03724976
 0.02653688 0.02639319 0.02558654 0.05709229 0.04003374 0.03470729
 0.05714549 0.02854217 0.02685304 0.02891227 0.02285602 0.0270386
 0.02592486 0.05603019 0.02204647 0.02940717 0.01373025 0.02231804
 0.0333056  0.03639522 0.03303246 0.06270095 0.03579188 0.0329606 ]",29.697736024856567,0
1026586874,0,"[0.01924463 0.03000284 0.04404346 0.04644223 0.03268009 0.04376275
 0.03060056 0.04542977 0.01719241 0.0122119  0.02952852 0.0537301
 0.01383688 0.01817485 0.04145177 0.03077153 0.0391094  0.04932157
 0.02747911 0.01137492 0.03141031 0.03885505 0.01657754 0.01405961
 0.03923607 0.04921326 0.03444859 0.06381113 0.02427523 0.05172393]",91.03544616699219,1
1031137228,0,"[0.02525683 0.06437987 0.01913459 0.00352338 0.08687642 0.06968916
 0.00352338 0.0184214  0.01244317 0.06671191 0.02182566 0.01150477
 0.09077771 0.02105698 0.01334081 0.01439103 0.0084316  0.01215105
 0.03755585 0.10556796 0.02111075 0.01350162 0.00683923 0.00962233
 0.01598158 0.03614756 0.03696697 0.07094796 0.0506939  0.01492887
 0.0166957 ]",34.30130386352539,0
1020821129,0,"[0.01739252 0.04223941 0.03118148 0.01955314 0.03417052 0.04077054
 0.03275352 0.03926745 0.02300501 0.03461729 0.02838771 0.02339827
 0.0248532  0.03774385 0.0387731  0.0338829  0.02289648 0.03149256
 0.02233137 0.01733563 0.02661976 0.0548275  0.01665468 0.03989742
 0.03909318 0.04669416 0.01632537 0.03435892 0.03805576 0.05350088
 0.03792641]",79.35858297348022,1
550555,0,"[0.01713436 0.02849319 0.08385831 0.03319255 0.01261589 0.02751369
 0.03359906 0.02643139 0.05300673 0.01795046 0.02518319 0.05064969
 0.01184834 0.00931158 0.04979289 0.02876707 0.01927883 0.02907408
 0.0334802  0.01298903 0.05090787 0.0343558  0.01709155 0.02120931
 0.03983683 0.04337967 0.03733282 0.03314451 0.02446895 0.03690618
 0.03064735 0.02654865]",87.04156398773193,1
1020828667,0,"[0.01526401 0.03803418 0.03163966 0.02651299 0.02239674 0.02637852
 0.02651299 0.02671275 0.02768521 0.02495794 0.0337307  0.03306038
 0.03333294 0.02808523 0.03438363 0.0309146  0.03309392 0.0295023
 0.03292906 0.03091972 0.03040376 0.02928741 0.0273274  0.02444297
 0.02897839 0.03414227 0.03185902 0.03549074 0.03107107 0.03474082
 0.03691239 0.03569603 0.03360027]",97.48655390739441,1
550555,0,"[0.01704821 0.03994584 0.04706805 0.02947532 0.01543799 0.03132951
 0.02825601 0.02417224 0.03486427 0.02237089 0.0201914  0.03597361
 0.0123957  0.00964749 0.03713759 0.02307343 0.018265   0.02284841
 0.02685934 0.01594561 0.02779367 0.03376737 0.02483615 0.01624534
 0.03869186 0.05203521 0.03705951 0.02566069 0.02522511 0.03059162
 0.02615969 0.02666711 0.0899001  0.03306067]",43.24098300933838,0
1031137228,0,"[0.02047022 0.04408774 0.02502947 0.02176089 0.03087661 0.02307667
 0.02176089 0.03922489 0.02184131 0.02689839 0.02697332 0.02561122
 0.03279939 0.03725463 0.03301543 0.03739276 0.02767223 0.03412727
 0.02614988 0.03588708 0.02318262 0.03057383 0.02114264 0.02179325
 0.03795748 0.02642031 0.02329309 0.029943   0.03288244 0.03023316
 0.033915   0.03012598 0.03418335 0.03244358]",45.56266689300537,0
1031137228,0,"[0.01236549 0.04958004 0.0279876  0.01884442 0.02982268 0.02696877
 0.02129459 0.02753034 0.02609551 0.04510151 0.0308641  0.03054016
 0.05016381 0.02611519 0.02919018 0.02986977 0.02803263 0.02908252
 0.02903131 0.04726074 0.0198941  0.0318913  0.01782068 0.0207306
 0.02973139 0.02566755 0.02177967 0.04777501 0.030363   0.02718173
 0.02526845 0.02272332 0.02879823 0.03463362]",55.70136308670044,0
1013640808,0,"[0.0146647  0.04464626 0.02870058 0.01728614 0.04384499 0.03643635
 0.02625684 0.02877875 0.02303895 0.03645035 0.04392239 0.02236303
 0.05379323 0.04717404 0.03161104 0.0250262  0.02111582 0.027087
 0.02156555 0.07115445 0.02472649 0.02686877 0.00869206 0.01711199
 0.03082309 0.02213862 0.01822402 0.03426793 0.03763501 0.02534943
 0.01573184 0.02795039 0.02109339 0.02447029]",93.79740500450134,1
1020813120,0,"[0.01393016 0.0226317  0.08212036 0.0359972  0.01534998 0.02609918
 0.03234351 0.02119308 0.04240203 0.01072904 0.02895297 0.05386984
 0.0124364  0.01377727 0.04275811 0.02893617 0.03013804 0.0263157
 0.04262899 0.01259926 0.03654094 0.0268196  0.01274183 0.01535193
 0.02620251 0.02308749 0.03883569 0.02385937 0.02816129 0.02919819
 0.02374018 0.0233542  0.05356157 0.02000888 0.02332733]",36.759526014328,0
1031137228,0,"[0.01240296 0.03689775 0.04008198 0.02002639 0.0232629  0.02720924
 0.02435358 0.01888117 0.03232758 0.03238556 0.04687963 0.03487247
 0.05252738 0.02782248 0.02931374 0.0321904  0.02546486 0.03080678
 0.02547329 0.03114596 0.02050626 0.0403754  0.01645031 0.02743062
 0.0229236  0.02145978 0.01916406 0.03525917 0.03310809 0.02767727
 0.0220038  0.02555296 0.02318692 0.02473103 0.03584464]",133.22201681137085,0
1031137228,0,"[0.01375802 0.04900579 0.03750427 0.00642516 0.02004996 0.02926244
 0.01834283 0.01409197 0.02829366 0.04097287 0.05341444 0.0344186
 0.06299807 0.02693911 0.02160746 0.02560154 0.01201227 0.02897452
 0.0191359  0.03687581 0.02251619 0.03043973 0.02250973 0.03315553
 0.02225539 0.02406465 0.01768027 0.04069679 0.04239816 0.02802899
 0.01833982 0.01524704 0.02340673 0.04078986 0.03878642]",66.8672890663147,0
1020813120,0,"[0.0171626  0.02548402 0.11279717 0.01606207 0.01427077 0.0323969
 0.03299648 0.02365821 0.0431577  0.00885887 0.02589221 0.05445805
 0.01380682 0.01299226 0.04552563 0.02304359 0.03582822 0.02660572
 0.04603406 0.01652566 0.05365437 0.01877721 0.01363407 0.01401751
 0.01809059 0.02532014 0.03944273 0.02507301 0.01505165 0.02043966
 0.02408594 0.01812525 0.05128765 0.01369784 0.02174537]",106.91256403923035,0
1019115391,0,"[0.01526373 0.03335182 0.02834786 0.01675956 0.03619717 0.03798405
 0.01452675 0.02088611 0.02849301 0.02503342 0.07631897 0.0466497
 0.0533185  0.04732588 0.01974619 0.02074263 0.01302801 0.02316212
 0.0216952  0.02393869 0.04108176 0.04436704 0.01217226 0.0277405
 0.01721629 0.01689942 0.02192094 0.02541098 0.03037073 0.03387057
 0.02689499 0.03806289 0.01529702 0.01133906 0.03458619]",71.06798386573792,1
1010224167,0,"[0.01161568 0.03303596 0.0269739  0.01530404 0.0326963  0.06323007
 0.02190657 0.02320205 0.02537817 0.02781222 0.04882765 0.03126557
 0.03745967 0.04121734 0.0271995  0.02476199 0.01119868 0.03053279
 0.02012381 0.02879199 0.02534178 0.03780411 0.02315274 0.02962264
 0.02618642 0.02947424 0.01375156 0.03417679 0.03278157 0.02599604
 0.02648041 0.04629471 0.02278377 0.01136739 0.03225187]",60.78673315048218,1
1007386914,0,"[0.01538711 0.03683411 0.03107451 0.0211382  0.02703533 0.03095305
 0.02225115 0.01705852 0.03043725 0.04371568 0.02710572 0.04259036
 0.04264421 0.02047236 0.02999042 0.02892234 0.02649333 0.02391661
 0.03213111 0.0422949  0.03173458 0.03825365 0.01492665 0.03006412
 0.0257602  0.01956622 0.02180673 0.03774323 0.02925548 0.03345447
 0.01890135 0.01938465 0.02146882 0.03149798 0.0337356 ]",83.2464668750763,1
1075688475,0,"[0.01908971 0.03786901 0.01991719 0.01956666 0.0412607  0.03672219
 0.01586116 0.02859154 0.02241707 0.04758471 0.02264481 0.02214068
 0.04054395 0.03459751 0.02343096 0.02928288 0.02290803 0.02911477
 0.02178052 0.06766643 0.01574809 0.03872827 0.01869275 0.01886213
 0.02841849 0.01914765 0.01221049 0.03514782 0.02334944 0.02562766
 0.01939589 0.01957298 0.01765563 0.02413724 0.03452257 0.04579242]",102.09177613258362,1
1018515455,0,"[0.03072527 0.03861611 0.04090219 0.01186814 0.02596456 0.027874
 0.024618   0.0240922  0.03119055 0.02360113 0.01341619 0.02275148
 0.02472516 0.01358467 0.02969459 0.02537112 0.03194444 0.02912266
 0.03313952 0.03508565 0.02871984 0.02921007 0.03555821 0.0236292
 0.02770619 0.01702373 0.02573373 0.0212652  0.02377695 0.02759194
 0.01944069 0.02343603 0.0339567  0.02587702 0.02182037 0.03282356
 0.04414291]",83.76626801490784,1
1020824328,0,"[0.01542197 0.02723757 0.02323079 0.02365125 0.02891567 0.03195802
 0.02365125 0.02594675 0.0259034  0.02644321 0.02178618 0.02117915
 0.02593348 0.02457651 0.02982793 0.02901445 0.02678249 0.02946652
 0.02904281 0.03527453 0.02600556 0.03319467 0.02877452 0.02810003
 0.02595208 0.02296129 0.01855055 0.02447168 0.02283469 0.02345443
 0.02658407 0.02341618 0.02420639 0.02413879 0.02954723 0.03170672
 0.03088112 0.02997607]",123.09065103530884,1
1000611763,0,"[0.01078601 0.02726213 0.01547236 0.02208017 0.02554612 0.03633304
 0.01515046 0.01850459 0.02458174 0.06819556 0.019207   0.01956833
 0.04273582 0.01848623 0.02350777 0.02240267 0.01448835 0.0211384
 0.02219282 0.04064266 0.02551691 0.03460966 0.01345566 0.02303617
 0.03205072 0.02512327 0.01219519 0.04244707 0.02729706 0.02150845
 0.0175143  0.01699735 0.01811685 0.02074512 0.02653032 0.04816227
 0.03441211 0.02337658 0.02862272]",90.93021202087402,1
1015481751,0,"[0.21673201 0.12688438 0.06239591 0.00952799 0.08823459 0.04153389
 0.00952799 0.03483542 0.11346601 0.00946146 0.01529568 0.01400055
 0.01395889 0.0114737  0.01389927 0.01195082 0.01202592 0.01117974
 0.0120411  0.01174416 0.01039692 0.01091517 0.01084798 0.00973444
 0.00716544 0.00749032 0.00629172 0.00721877 0.00614611 0.00648186
 0.00681743 0.00620389 0.01612739 0.00588778 0.00653824 0.00776836
 0.00662387 0.00729349 0.00708245 0.00679886]",94.00233006477356,1
1007669144,0,"[0.01623827 0.02136737 0.01764709 0.02151595 0.03753906 0.03654194
 0.01891978 0.03411813 0.03020262 0.04340369 0.01632735 0.02101853
 0.0224965  0.02139032 0.02329555 0.02446273 0.00948523 0.02199323
 0.02527844 0.01337782 0.03506274 0.0420205  0.01598164 0.02009899
 0.03380333 0.02705435 0.01014671 0.02993274 0.02141847 0.01767731
 0.03149446 0.02534958 0.02212905 0.00846285 0.01663371 0.02022458
 0.02258398 0.01699493 0.03007045 0.04773007 0.02850996]",76.59291219711304,1
1000832665,0,"[0.01461288 0.02837388 0.01541273 0.01048719 0.03298054 0.02578021
 0.01759247 0.02996605 0.01824062 0.04062155 0.0165694  0.01666454
 0.02798011 0.02232573 0.02321544 0.02215396 0.01952726 0.02506538
 0.01635512 0.03876805 0.0141161  0.02925615 0.01467893 0.01749084
 0.0298406  0.0158575  0.01290202 0.02731481 0.01888863 0.01828268
 0.01557429 0.01433023 0.01753247 0.02060265 0.02329438 0.03768428
 0.05863989 0.02200785 0.02500556 0.04296944 0.03641448 0.02462313]",74.5443549156189,1
1000163500,0,"[0.01272999 0.02031771 0.02334213 0.02206418 0.01753273 0.02609669
 0.02206418 0.01705343 0.02690006 0.02032953 0.0215898  0.02193434
 0.02156179 0.01884757 0.02384345 0.02135705 0.02446405 0.02259247
 0.02694276 0.02446299 0.02660292 0.0261875  0.02985677 0.02738748
 0.01815102 0.02207792 0.02059764 0.02182651 0.01913865 0.02113601
 0.02182769 0.02151882 0.02103859 0.02079836 0.02225493 0.02918654
 0.0245365  0.02912967 0.02930801 0.02747316 0.03054905 0.02702572
 0.02636365]",113.65600514411926,1
1004461403,0,"[0.01136937 0.02789747 0.01536088 0.0137888  0.02672062 0.02921514
 0.02175634 0.01806877 0.01843788 0.04282843 0.02863135 0.01925572
 0.04222709 0.02473201 0.01473713 0.02044414 0.01685642 0.01740441
 0.01827462 0.03956184 0.01765703 0.02522959 0.01477284 0.02665522
 0.02279638 0.00853462 0.0100655  0.02713888 0.02366267 0.02029545
 0.00850933 0.01386114 0.01242964 0.01978007 0.02783698 0.0389425
 0.02994808 0.02031368 0.02901549 0.03229721 0.02002923 0.01923156
 0.04073894 0.02268952]",81.32613706588745,1
1000850563,0,"[0.01623275 0.02330309 0.01866842 0.02217598 0.020316   0.02936734
 0.01992262 0.01505924 0.0271594  0.02966064 0.01751847 0.01933811
 0.02544755 0.01356637 0.01821997 0.01518751 0.01092912 0.01614148
 0.02055163 0.02550633 0.02148273 0.0245472  0.02295071 0.0199019
 0.01896504 0.02223147 0.01331078 0.02213075 0.02016474 0.01606815
 0.01486199 0.01503913 0.02191581 0.02420774 0.02271381 0.03433148
 0.02420332 0.03212135 0.0208151  0.04061356 0.03830187 0.02443361
 0.0383399  0.01576017 0.02631567]",70.95697402954102,1
1001054711,0,"[0.01297805 0.02079188 0.01971164 0.01615299 0.02303072 0.02800362
 0.01674991 0.0199244  0.0235022  0.01453881 0.01957868 0.01861538
 0.01559244 0.01440967 0.02833258 0.02627545 0.01738422 0.02255293
 0.01833543 0.01074766 0.01761546 0.04799979 0.01743718 0.03021227
 0.02652363 0.02584917 0.01332071 0.02664195 0.02284316 0.04477014
 0.02164957 0.02838442 0.01724362 0.00985324 0.01858294 0.03119412
 0.01874523 0.01696275 0.02115894 0.02600149 0.02737729 0.02890856
 0.01771264 0.01162812 0.02122251 0.02295243]",101.29105401039124,1
1124071959,0,"[0.0122992  0.0194317  0.01762164 0.02057223 0.01783233 0.02288084
 0.02057223 0.01931887 0.0201349  0.02130204 0.01752314 0.01704806
 0.01919893 0.01697331 0.0214245  0.01989181 0.01996576 0.02010717
 0.02166195 0.02351305 0.01997462 0.02315565 0.02357624 0.02272478
 0.01981775 0.02006831 0.01684509 0.02062444 0.01839536 0.01959598
 0.02125255 0.01916371 0.01889653 0.01892284 0.02169754 0.02438206
 0.02187601 0.02389851 0.02359851 0.02434114 0.02798786 0.02495921
 0.02794022 0.02417663 0.02895324 0.02369493 0.03020666]",102.50045013427734,1
1018508196,0,"[0.01142411 0.01906166 0.01789265 0.00985964 0.01891915 0.02402977
 0.02946821 0.02178289 0.02240832 0.02857553 0.01421522 0.01473769
 0.01058643 0.01172147 0.02748645 0.03328152 0.01424613 0.02077375
 0.01780258 0.01710022 0.01759883 0.02969759 0.01481512 0.02843419
 0.02929261 0.02686925 0.01059959 0.01961296 0.01959157 0.03647206
 0.01564686 0.0223179  0.01841591 0.00953426 0.01713078 0.0208112
 0.01510847 0.0139823  0.01556866 0.02427059 0.02956555 0.02251004
 0.02614636 0.00802322 0.02751752 0.0163495  0.04434297 0.03440079]",93.38703107833862,1
1019107402,0,"[0.00956564 0.02358805 0.0099783  0.01402657 0.02876181 0.02665339
 0.01579509 0.02052247 0.01002764 0.05010362 0.03455525 0.01205504
 0.03508388 0.02214794 0.01530734 0.01347484 0.00967139 0.01532695
 0.01185642 0.03227529 0.0105979  0.02746758 0.00777772 0.01898695
 0.02605963 0.01455918 0.00485417 0.02305887 0.01959983 0.01476778
 0.01536823 0.01695439 0.0094713  0.01178135 0.02723995 0.0257946
 0.02286959 0.00786884 0.02658582 0.0262486  0.01713497 0.02052527
 0.03554089 0.01879584 0.05118074 0.0146043  0.02623239 0.02591566
 0.02138073]",50.50746297836304,1
1032487011,0,"[0.01053752 0.01866805 0.01316806 0.01416605 0.03107534 0.0345053
 0.01537626 0.02803315 0.01864886 0.04036732 0.02034194 0.01794837
 0.01875756 0.02342754 0.02065933 0.02348496 0.0057135  0.01432777
 0.01173402 0.02116356 0.01789895 0.02445642 0.01093542 0.01954517
 0.03733269 0.0225012  0.0076562  0.01883858 0.02656136 0.0235161
 0.02088157 0.02029712 0.0146739  0.00880771 0.02343838 0.02036377
 0.01318082 0.00650629 0.02240007 0.02919259 0.01544062 0.03142984
 0.02375917 0.00762674 0.02485863 0.01419706 0.03085893 0.03026245
 0.03047779]",84.06258010864258,1
1019142951,0,"[0.0115635  0.02003736 0.01371187 0.01935997 0.02001122 0.02747405
 0.0221815  0.02219166 0.01503056 0.03046741 0.00954768 0.0117548
 0.02022755 0.01632929 0.01587502 0.01868029 0.01969681 0.02065821
 0.01854981 0.01710636 0.01386225 0.03036969 0.01085467 0.02431692
 0.01563205 0.02080183 0.01263071 0.02057804 0.02145221 0.02565377
 0.01493305 0.02600692 0.01214568 0.01105687 0.02112893 0.02299801
 0.01909652 0.01845981 0.02286743 0.02757124 0.02130001 0.02254454
 0.02328669 0.0095737  0.03566646 0.01471103 0.03336665 0.02269982
 0.02509986 0.02887973]",83.0537919998169,1
1031137228,0,"[0.00772915 0.01952623 0.01438815 0.01988487 0.01918639 0.02463043
 0.02093886 0.019425   0.01898271 0.03798774 0.02142963 0.01850655
 0.02976736 0.01563351 0.02046397 0.01948695 0.01104314 0.02174623
 0.01651669 0.03322616 0.01537949 0.02169662 0.00872057 0.01557808
 0.02099482 0.01806026 0.01007601 0.04185158 0.01924248 0.01612674
 0.01669895 0.01348664 0.01339044 0.01430289 0.01921297 0.02373148
 0.01943329 0.01235781 0.01899717 0.03458111 0.01169993 0.01527632
 0.02829175 0.01444903 0.0276358  0.01735809 0.01654177 0.02668939
 0.01724508 0.02502374 0.01536999]",202.33702206611633,0
1031137228,0,"[0.00915053 0.02635422 0.01616067 0.01211838 0.01461276 0.02471598
 0.01953284 0.01067766 0.01782273 0.03759427 0.02412927 0.02142949
 0.031849   0.01570512 0.01435936 0.01446978 0.01290497 0.01692348
 0.01575853 0.02693888 0.01379951 0.02213971 0.01696246 0.0197974
 0.01653682 0.01667813 0.01135442 0.02870063 0.02305526 0.01886772
 0.01412714 0.01539013 0.01345711 0.01718263 0.02126083 0.02973439
 0.02110607 0.02235454 0.02101429 0.02967468 0.01221644 0.01326135
 0.02359988 0.01641348 0.03264669 0.02130145 0.01927062 0.01915276
 0.02123557 0.02120656 0.02329342]",162.60575795173645,0
1031137228,0,"[0.01197607 0.02769028 0.01507514 0.01696076 0.01497734 0.02020394
 0.01910652 0.01300982 0.01924475 0.03214054 0.01823616 0.01479969
 0.0282828  0.0142501  0.01558869 0.01476011 0.0146246  0.01819473
 0.0161907  0.03579471 0.01596508 0.02046886 0.00806213 0.02252471
 0.01498897 0.01746774 0.01550499 0.02810716 0.02014253 0.01967525
 0.00908145 0.01773494 0.01423149 0.02429927 0.02576078 0.02763413
 0.0303195  0.02115516 0.01743006 0.03049151 0.0136569  0.00917383
 0.02568055 0.02127295 0.0249943  0.02543866 0.02089374 0.01919017
 0.0208022  0.01398984 0.02275371]",94.30985498428345,0
1031137228,0,"[0.00869016 0.02974883 0.01215184 0.01688006 0.01370205 0.02530268
 0.02036408 0.00983595 0.01640007 0.03625461 0.0225684  0.01595116
 0.03719363 0.01876758 0.01384104 0.01503548 0.01143909 0.01486579
 0.01328745 0.03587526 0.01295171 0.01983299 0.01567238 0.02353969
 0.01164411 0.01581848 0.0112929  0.02847644 0.01900617 0.01698345
 0.00795343 0.01777452 0.01084337 0.01905351 0.0251906  0.02736726
 0.02622516 0.02255262 0.02461003 0.0319253  0.0132153  0.01355501
 0.02673963 0.01592036 0.03403112 0.02236586 0.01725186 0.01857283
 0.01819616 0.01896461 0.02431796]",54.066375970840454,0
