fid, fiv, hid, hiv, batt, hr, hbn, hbts1, hbts2, hbts3, hbts4, hbts5, hbts6, hbts7, hbts8, hbts9, hbts10, hbts11, hbts12, hbts13, hbts14, hbts15, distance, speed, strides
26,1f,80,vd,80,114,122,42863,42335,41815,41295,40779,40275,39771,39263,38755,38255,37755,37255,36259,35751,35227,2902,200,78
26,1f,80,vd,79,114,123,43399,42863,42335,41815,41295,40779,40275,39771,39263,38755,38255,37755,37255,36259,35751,2902,200,78
26,1f,80,vd,79,114,125,44487,43955,43399,42863,42335,41815,41295,40779,40275,39771,39263,38755,38255,37755,37255,2930,200,79
26,1f,80,vd,80,113,127,45583,45023,44487,43955,43399,42863,42335,41815,41295,40779,40275,39771,39263,38755,38255,2930,200,79
26,1f,80,vd,81,113,129,46639,46107,45583,45023,44487,43955,43399,42863,42335,41815,41295,40779,40275,39771,39263,2957,200,81
26,1f,80,vd,80,113,131,47735,47183,46639,46107,45583,45023,44487,43955,43399,42863,42335,41815,41295,40779,40275,2957,200,81
26,1f,80,vd,80,112,133,48823,48287,47735,47183,46639,46107,45583,45023,44487,43955,43399,42863,42335,41815,41295,2984,200,82
26,1f,80,vd,80,112,134,49363,48823,48287,47735,47183,46639,46107,45583,45023,44487,43955,43399,42863,42335,41815,2984,200,82
26,1f,80,vd,78,112,136,50463,49903,49363,48823,48287,47735,47183,46639,46107,45583,45023,44487,43955,43399,42863,3021,281,84
26,1f,80,vd,79,112,138,51539,50999,50463,49903,49363,48823,48287,47735,47183,46639,46107,45583,45023,44487,43955,3021,281,84
26,1f,80,vd,78,112,140,52615,52079,51539,50999,50463,49903,49363,48823,48287,47735,47183,46639,46107,45583,45023,3048,200,86
26,1f,80,vd,78,112,142,53671,53147,52615,52079,51539,50999,50463,49903,49363,48823,48287,47735,47183,46639,46107,3048,200,86
26,1f,80,vd,80,112,143,54195,53671,53147,52615,52079,51539,50999,50463,49903,49363,48823,48287,47735,47183,46639,3075,200,87
26,1f,80,vd,79,112,145,55787,55259,54195,53671,53147,52615,52079,51539,50999,50463,49903,49363,48823,48287,47735,3075,200,87
26,1f,80,vd,80,112,147,56863,56323,55787,55259,54195,53671,53147,52615,52079,51539,50999,50463,49903,49363,48823,3102,200,89
26,1f,80,vd,80,112,148,57431,56863,56323,55787,55259,54195,53671,53147,52615,52079,51539,50999,50463,49903,49363,3102,200,89
26,1f,80,vd,79,112,150,58511,57967,57431,56863,56323,55787,55259,54195,53671,53147,52615,52079,51539,50999,50463,3138,281,91
26,1f,80,vd,79,112,152,59603,59059,58511,57967,57431,56863,56323,55787,55259,54195,53671,53147,52615,52079,51539,3138,281,91
26,1f,80,vd,78,112,154,60683,60143,59603,59059,58511,57967,57431,56863,56323,55787,55259,54195,53671,53147,52615,3165,200,92
26,1f,80,vd,79,112,156,61735,61215,60683,60143,59603,59059,58511,57967,57431,56863,56323,55787,55259,54195,53671,3165,200,92
26,1f,80,vd,80,112,158,62747,62247,61735,61215,60683,60143,59603,59059,58511,57967,57431,56863,56323,55787,55259,3182,125,93
26,1f,80,vd,81,113,160,63735,63247,62747,62247,61735,61215,60683,60143,59603,59059,58511,57967,57431,56863,56323,3182,125,93
26,1f,80,vd,80,114,162,64731,64223,63735,63247,62747,62247,61735,61215,60683,60143,59603,59059,58511,57967,57431,3218,281,95
26,1f,80,vd,78,115,164,147,65199,64731,64223,63735,63247,62747,62247,61735,61215,60683,60143,59603,59059,58511,3218,281,95
26,1f,80,vd,79,116,166,1119,631,147,65199,64731,64223,63735,63247,62747,62247,61735,61215,60683,60143,59603,3245,200,97
26,1f,80,vd,78,117,168,2139,1627,1119,631,147,65199,64731,64223,63735,63247,62747,62247,61735,61215,60683,3245,200,97
26,1f,80,vd,79,117,170,3167,2655,2139,1627,1119,631,147,65199,64731,64223,63735,63247,62747,62247,61735,3272,200,98
26,1f,80,vd,79,117,172,4259,3699,3167,2655,2139,1627,1119,631,147,65199,64731,64223,63735,63247,62747,3272,200,98
26,1f,80,vd,79,116,174,5343,4807,4259,3699,3167,2655,2139,1627,1119,631,147,65199,64731,64223,63735,3307,281,100
26,1f,80,vd,80,115,175,5879,5343,4807,4259,3699,3167,2655,2139,1627,1119,631,147,65199,64731,64223,3307,281,100
26,1f,80,vd,79,115,177,6935,6427,5879,5343,4807,4259,3699,3167,2655,2139,1627,1119,631,147,65199,3334,200,102
26,1f,80,vd,78,115,179,7951,7447,6935,6427,5879,5343,4807,4259,3699,3167,2655,2139,1627,1119,631,3334,200,102
26,1f,80,vd,78,116,181,8947,8443,7951,7447,6935,6427,5879,5343,4807,4259,3699,3167,2655,2139,1627,3362,200,103
26,1f,80,vd,80,115,183,10119,9503,8947,8443,7951,7447,6935,6427,5879,5343,4807,4259,3699,3167,2655,3362,200,103
26,1f,80,vd,79,114,185,11303,10715,10119,9503,8947,8443,7951,7447,6935,6427,5879,5343,4807,4259,3699,3389,200,105
26,1f,80,vd,78,112,185,11303,10715,10119,9503,8947,8443,7951,7447,6935,6427,5879,5343,4807,4259,3699,3389,200,105
26,1f,80,vd,78,111,187,12947,12415,11303,10715,10119,9503,8947,8443,7951,7447,6935,6427,5879,5343,4807,3424,281,107
26,1f,80,vd,80,110,189,14007,13479,12947,12415,11303,10715,10119,9503,8947,8443,7951,7447,6935,6427,5879,3424,281,107
26,1f,80,vd,80,110,191,15095,14547,14007,13479,12947,12415,11303,10715,10119,9503,8947,8443,7951,7447,6935,3451,200,108
26,1f,80,vd,80,110,193,16187,15643,15095,14547,14007,13479,12947,12415,11303,10715,10119,9503,8947,8443,7951,3451,200,108
26,1f,80,vd,79,110,195,17315,16735,16187,15643,15095,14547,14007,13479,12947,12415,11303,10715,10119,9503,8947,3478,200,110
26,1f,80,vd,78,109,196,17927,17315,16735,16187,15643,15095,14547,14007,13479,12947,12415,11303,10715,10119,9503,3478,200,110
26,1f,80,vd,78,108,198,19063,18495,17927,17315,16735,16187,15643,15095,14547,14007,13479,12947,12415,11303,10715,3506,200,111
26,1f,80,vd,77,108,200,20207,19627,19063,18495,17927,17315,16735,16187,15643,15095,14547,14007,13479,12947,12415,3506,200,111
26,1f,80,vd,78,108,202,21311,20771,20207,19627,19063,18495,17927,17315,16735,16187,15643,15095,14547,14007,13479,3533,200,113
26,1f,80,vd,79,108,203,21855,21311,20771,20207,19627,19063,18495,17927,17315,16735,16187,15643,15095,14547,14007,3533,200,113
26,1f,80,vd,78,108,205,22927,22395,21855,21311,20771,20207,19627,19063,18495,17927,17315,16735,16187,15643,15095,3570,281,115
26,1f,80,vd,80,109,207,23995,23455,22927,22395,21855,21311,20771,20207,19627,19063,18495,17927,17315,16735,16187,3570,281,115
26,1f,80,vd,79,109,209,25119,24547,23995,23455,22927,22395,21855,21311,20771,20207,19627,19063,18495,17927,17315,3597,200,116
26,1f,80,vd,78,109,211,26235,25671,25119,24547,23995,23455,22927,22395,21855,21311,20771,20207,19627,19063,18495,3597,200,116
26,1f,80,vd,79,108,212,26795,26235,25671,25119,24547,23995,23455,22927,22395,21855,21311,20771,20207,19627,19063,3624,200,118
26,1f,80,vd,78,108,214,27927,27359,26795,26235,25671,25119,24547,23995,23455,22927,22395,21855,21311,20771,20207,3624,200,118
26,1f,80,vd,78,108,216,29027,28475,27927,27359,26795,26235,25671,25119,24547,23995,23455,22927,22395,21855,21311,3651,200,119
26,1f,80,vd,78,108,218,30111,29571,29027,28475,27927,27359,26795,26235,25671,25119,24547,23995,23455,22927,22395,3651,200,119
26,1f,80,vd,79,109,220,31155,30631,30111,29571,29027,28475,27927,27359,26795,26235,25671,25119,24547,23995,23455,3686,281,121
26,1f,80,vd,79,110,222,32187,31667,31155,30631,30111,29571,29027,28475,27927,27359,26795,26235,25671,25119,24547,3686,281,121
26,1f,80,vd,79,110,224,33235,32715,32187,31667,31155,30631,30111,29571,29027,28475,27927,27359,26795,26235,25671,3714,200,123
26,1f,80,vd,80,111,226,34303,33763,33235,32715,32187,31667,31155,30631,30111,29571,29027,28475,27927,27359,26795,3714,200,123
26,1f,80,vd,80,111,227,34855,34303,33763,33235,32715,32187,31667,31155,30631,30111,29571,29027,28475,27927,27359,3741,200,124
26,1f,80,vd,78,110,229,35963,35419,34855,34303,33763,33235,32715,32187,31667,31155,30631,30111,29571,29027,28475,3741,200,124
26,1f,80,vd,79,110,231,37063,36511,35963,35419,34855,34303,33763,33235,32715,32187,31667,31155,30631,30111,29571,3768,200,126
26,1f,80,vd,78,110,233,38167,37611,37063,36511,35963,35419,34855,34303,33763,33235,32715,32187,31667,31155,30631,3768,200,126
26,1f,80,vd,78,110,235,39271,38743,38167,37611,37063,36511,35963,35419,34855,34303,33763,33235,32715,32187,31667,3811,331,0
26,1f,80,vd,79,110,237,40303,39799,39271,38743,38167,37611,37063,36511,35963,35419,34855,34303,33763,33235,32715,3811,331,0
26,1f,80,vd,80,111,239,41299,40799,40303,39799,39271,38743,38167,37611,37063,36511,35963,35419,34855,34303,33763,3843,256,1
26,1f,80,vd,80,112,241,42315,41807,41299,40799,40303,39799,39271,38743,38167,37611,37063,36511,35963,35419,34855,3843,256,1
26,1f,80,vd,80,113,242,42827,42315,41807,41299,40799,40303,39799,39271,38743,38167,37611,37063,36511,35963,35419,3875,256,3
26,1f,80,vd,79,113,244,43899,43355,42827,42315,41807,41299,40799,40303,39799,39271,38743,38167,37611,37063,36511,3875,256,3
26,1f,80,vd,79,113,246,44955,44423,43899,43355,42827,42315,41807,41299,40799,40303,39799,39271,38743,38167,37611,3907,256,4
26,1f,80,vd,79,113,248,46019,45487,44955,44423,43899,43355,42827,42315,41807,41299,40799,40303,39799,39271,38743,3907,256,4
26,1f,80,vd,79,113,250,47087,46547,46019,45487,44955,44423,43899,43355,42827,42315,41807,41299,40799,40303,39799,3939,256,6
26,1f,80,vd,78,113,252,48139,47607,47087,46547,46019,45487,44955,44423,43899,43355,42827,42315,41807,41299,40799,3939,256,6
26,1f,80,vd,79,113,254,49171,48655,48139,47607,47087,46547,46019,45487,44955,44423,43899,43355,42827,42315,41807,3974,281,8
26,1f,80,vd,79,113,0,50187,49703,49171,48655,48139,47607,47087,46547,46019,45487,44955,44423,43899,43355,42827,3974,281,8
26,1f,80,vd,81,114,2,51179,50683,50187,49703,49171,48655,48139,47607,47087,46547,46019,45487,44955,44423,43899,4002,200,9
26,1f,80,vd,79,115,4,52175,51675,51179,50683,50187,49703,49171,48655,48139,47607,47087,46547,46019,45487,44955,4002,200,9
26,1f,80,vd,80,116,6,53187,52675,52175,51675,51179,50683,50187,49703,49171,48655,48139,47607,47087,46547,46019,4029,200,11
26,1f,80,vd,79,116,8,54259,53715,53187,52675,52175,51675,51179,50683,50187,49703,49171,48655,48139,47607,47087,4029,200,11
26,1f,80,vd,78,115,10,55343,54803,54259,53715,53187,52675,52175,51675,51179,50683,50187,49703,49171,48655,48139,4056,200,12
26,1f,80,vd,78,115,11,55891,55343,54803,54259,53715,53187,52675,52175,51675,51179,50683,50187,49703,49171,48655,4056,200,12
26,1f,80,vd,79,114,13,56995,56443,55891,55343,54803,54259,53715,53187,52675,52175,51675,51179,50683,50187,49703,4091,281,14
26,1f,80,vd,79,114,15,58067,57531,56995,56443,55891,55343,54803,54259,53715,53187,52675,52175,51675,51179,50683,4091,281,14
26,1f,80,vd,80,113,17,59135,58611,58067,57531,56995,56443,55891,55343,54803,54259,53715,53187,52675,52175,51675,22,200,16
26,1f,80,vd,79,114,19,60139,59635,59135,58611,58067,57531,56995,56443,55891,55343,54803,54259,53715,53187,52675,22,200,16
26,1f,80,vd,77,114,21,61151,60647,60139,59635,59135,58611,58067,57531,56995,56443,55891,55343,54803,54259,53715,50,200,17
26,1f,80,vd,78,115,23,62179,61683,61151,60647,60139,59635,59135,58611,58067,57531,56995,56443,55891,55343,54803,50,200,17
26,1f,80,vd,79,115,25,63207,62691,62179,61683,61151,60647,60139,59635,59135,58611,58067,57531,56995,56443,55891,77,200,19
26,1f,80,vd,80,115,26,63735,63207,62691,62179,61683,61151,60647,60139,59635,59135,58611,58067,57531,56995,56443,77,200,19
26,1f,80,vd,78,115,28,65347,64819,63735,63207,62691,62179,61683,61151,60647,60139,59635,59135,58611,58067,57531,104,200,20
26,1f,80,vd,78,115,29,347,65347,64819,63735,63207,62691,62179,61683,61151,60647,60139,59635,59135,58611,58067,104,200,20
26,1f,80,vd,79,114,31,1411,875,347,65347,64819,63735,63207,62691,62179,61683,61151,60647,60139,59635,59135,131,200,22
26,1f,80,vd,76,114,33,2455,1935,1411,875,347,65347,64819,63735,63207,62691,62179,61683,61151,60647,60139,131,200,22
26,1f,80,vd,78,115,35,3491,2975,2455,1935,1411,875,347,65347,64819,63735,63207,62691,62179,61683,61151,166,281,24
26,1f,80,vd,79,115,37,4523,4011,3491,2975,2455,1935,1411,875,347,65347,64819,63735,63207,62691,62179,166,281,24
26,1f,80,vd,80,115,39,5551,5035,4523,4011,3491,2975,2455,1935,1411,875,347,65347,64819,63735,63207,194,200,25
26,1f,80,vd,80,115,41,6619,6071,5551,5035,4523,4011,3491,2975,2455,1935,1411,875,347,65347,64819,194,200,25
26,1f,80,vd,79,114,43,7699,7163,6619,6071,5551,5035,4523,4011,3491,2975,2455,1935,1411,875,347,221,200,27
26,1f,80,vd,80,114,45,8803,8239,7699,7163,6619,6071,5551,5035,4523,4011,3491,2975,2455,1935,1411,221,200,27
26,1f,80,vd,80,113,46,9343,8803,8239,7699,7163,6619,6071,5551,5035,4523,4011,3491,2975,2455,1935,248,200,28
26,1f,80,vd,80,114,48,10363,9847,9343,8803,8239,7699,7163,6619,6071,5551,5035,4523,4011,3491,2975,248,200,28
26,1f,80,vd,78,115,50,11371,10867,10363,9847,9343,8803,8239,7699,7163,6619,6071,5551,5035,4523,4011,285,281,30
26,1f,80,vd,80,115,52,12371,11875,11371,10867,10363,9847,9343,8803,8239,7699,7163,6619,6071,5551,5035,285,281,30
26,1f,80,vd,80,116,54,13363,12867,12371,11875,11371,10867,10363,9847,9343,8803,8239,7699,7163,6619,6071,312,200,32
26,1f,80,vd,80,116,56,14379,13867,13363,12867,12371,11875,11371,10867,10363,9847,9343,8803,8239,7699,7163,312,200,32
26,1f,80,vd,79,116,58,15415,14891,14379,13867,13363,12867,12371,11875,11371,10867,10363,9847,9343,8803,8239,339,200,33
26,1f,80,vd,78,115,60,16559,15967,15415,14891,14379,13867,13363,12867,12371,11875,11371,10867,10363,9847,9343,339,200,33
26,1f,80,vd,79,114,62,17687,17127,16559,15967,15415,14891,14379,13867,13363,12867,12371,11875,11371,10867,10363,339,0,33
26,1f,80,vd,78,113,63,18251,17687,17127,16559,15967,15415,14891,14379,13867,13363,12867,12371,11875,11371,10867,339,0,33
26,1f,80,vd,79,112,65,19375,18815,18251,17687,17127,16559,15967,15415,14891,14379,13867,13363,12867,12371,11875,366,200,35
26,1f,80,vd,79,112,67,20463,19915,19375,18815,18251,17687,17127,16559,15967,15415,14891,14379,13867,13363,12867,366,200,35
26,1f,80,vd,79,112,69,21539,21003,20463,19915,19375,18815,18251,17687,17127,16559,15967,15415,14891,14379,13867,403,281,37
26,1f,80,vd,80,112,71,22583,22063,21539,21003,20463,19915,19375,18815,18251,17687,17127,16559,15967,15415,14891,403,281,37
26,1f,80,vd,79,113,73,23631,23103,22583,22063,21539,21003,20463,19915,19375,18815,18251,17687,17127,16559,15967,430,200,38
26,1f,80,vd,78,113,75,24675,24155,23631,23103,22583,22063,21539,21003,20463,19915,19375,18815,18251,17687,17127,430,200,38
26,1f,80,vd,79,113,77,25727,25199,24675,24155,23631,23103,22583,22063,21539,21003,20463,19915,19375,18815,18251,458,200,40
26,1f,80,vd,79,113,77,25727,25199,24675,24155,23631,23103,22583,22063,21539,21003,20463,19915,19375,18815,18251,458,200,40
26,1f,80,vd,80,113,79,27347,26815,25727,25199,24675,24155,23631,23103,22583,22063,21539,21003,20463,19915,19375,485,200,41
26,1f,80,vd,80,113,81,28435,27879,27347,26815,25727,25199,24675,24155,23631,23103,22583,22063,21539,21003,20463,485,200,41
26,1f,80,vd,79,113,83,29463,28963,28435,27879,27347,26815,25727,25199,24675,24155,23631,23103,22583,22063,21539,520,281,43
26,1f,80,vd,78,114,85,30499,29983,29463,28963,28435,27879,27347,26815,25727,25199,24675,24155,23631,23103,22583,520,281,43
26,1f,80,vd,78,114,87,31543,31023,30499,29983,29463,28963,28435,27879,27347,26815,25727,25199,24675,24155,23631,547,200,45
26,1f,80,vd,79,114,88,32083,31543,31023,30499,29983,29463,28963,28435,27879,27347,26815,25727,25199,24675,24155,547,200,45
26,1f,80,vd,80,113,90,33655,33115,32083,31543,31023,30499,29983,29463,28963,28435,27879,27347,26815,25727,25199,574,200,46
26,1f,80,vd,79,113,92,34715,34191,33655,33115,32083,31543,31023,30499,29983,29463,28963,28435,27879,27347,26815,574,200,46
26,1f,80,vd,79,113,93,35235,34715,34191,33655,33115,32083,31543,31023,30499,29983,29463,28963,28435,27879,27347,602,200,48
26,1f,80,vd,79,113,95,36787,36263,35235,34715,34191,33655,33115,32083,31543,31023,30499,29983,29463,28963,28435,602,200,48
26,1f,80,vd,79,113,96,37319,36787,36263,35235,34715,34191,33655,33115,32083,31543,31023,30499,29983,29463,28963,637,281,50
26,1f,80,vd,80,113,98,38339,37815,37319,36787,36263,35235,34715,34191,33655,33115,32083,31543,31023,30499,29983,637,281,50
26,1f,80,vd,79,113,100,39435,38879,38339,37815,37319,36787,36263,35235,34715,34191,33655,33115,32083,31543,31023,664,200,51
26,1f,80,vd,79,113,102,40499,39967,39435,38879,38339,37815,37319,36787,36263,35235,34715,34191,33655,33115,32083,664,200,51
26,1f,80,vd,77,113,104,41579,41035,40499,39967,39435,38879,38339,37815,37319,36787,36263,35235,34715,34191,33655,691,200,53
26,1f,80,vd,78,113,106,42651,42115,41579,41035,40499,39967,39435,38879,38339,37815,37319,36787,36263,35235,34715,691,200,53
26,1f,80,vd,80,113,108,43723,43187,42651,42115,41579,41035,40499,39967,39435,38879,38339,37815,37319,36787,36263,718,200,54
26,1f,80,vd,80,113,110,44791,44255,43723,43187,42651,42115,41579,41035,40499,39967,39435,38879,38339,37815,37319,718,200,54
26,1f,80,vd,80,113,111,45315,44791,44255,43723,43187,42651,42115,41579,41035,40499,39967,39435,38879,38339,37815,762,331,56
26,1f,80,vd,78,113,113,46371,45843,45315,44791,44255,43723,43187,42651,42115,41579,41035,40499,39967,39435,38879,762,331,56
26,1f,80,vd,78,113,115,47455,46907,46371,45843,45315,44791,44255,43723,43187,42651,42115,41579,41035,40499,39967,782,150,57
26,1f,80,vd,80,112,117,48543,47999,47455,46907,46371,45843,45315,44791,44255,43723,43187,42651,42115,41579,41035,782,150,57
26,1f,80,vd,79,112,119,49659,49099,48543,47999,47455,46907,46371,45843,45315,44791,44255,43723,43187,42651,42115,814,256,59
26,1f,80,vd,78,111,121,50759,50223,49659,49099,48543,47999,47455,46907,46371,45843,45315,44791,44255,43723,43187,814,256,59
26,1f,80,vd,79,111,122,51299,50759,50223,49659,49099,48543,47999,47455,46907,46371,45843,45315,44791,44255,43723,858,331,61
26,1f,80,vd,78,111,123,52371,51299,50759,50223,49659,49099,48543,47999,47455,46907,46371,45843,45315,44791,44255,858,331,61
26,1f,80,vd,77,111,125,53427,52907,52371,51299,50759,50223,49659,49099,48543,47999,47455,46907,46371,45843,45315,890,256,62
26,1f,80,vd,77,112,127,54475,53951,53427,52907,52371,51299,50759,50223,49659,49099,48543,47999,47455,46907,46371,890,256,62
26,1f,80,vd,78,112,129,55523,54999,54475,53951,53427,52907,52371,51299,50759,50223,49659,49099,48543,47999,47455,917,200,64
26,1f,80,vd,80,112,130,56047,55523,54999,54475,53951,53427,52907,52371,51299,50759,50223,49659,49099,48543,47999,917,200,64
26,1f,80,vd,81,112,132,57671,57119,56047,55523,54999,54475,53951,53427,52907,52371,51299,50759,50223,49659,49099,944,200,65
26,1f,80,vd,78,112,134,58751,58211,57671,57119,56047,55523,54999,54475,53951,53427,52907,52371,51299,50759,50223,944,200,65
26,1f,80,vd,78,112,135,59287,58751,58211,57671,57119,56047,55523,54999,54475,53951,53427,52907,52371,51299,50759,981,281,67
26,1f,80,vd,79,112,137,60343,59839,59287,58751,58211,57671,57119,56047,55523,54999,54475,53951,53427,52907,52371,981,281,67
26,1f,80,vd,79,113,139,61375,60859,60343,59839,59287,58751,58211,57671,57119,56047,55523,54999,54475,53951,53427,1008,200,69
26,1f,80,vd,78,113,141,62411,61887,61375,60859,60343,59839,59287,58751,58211,57671,57119,56047,55523,54999,54475,1008,200,69
26,1f,80,vd,79,114,143,63391,62887,62411,61887,61375,60859,60343,59839,59287,58751,58211,57671,57119,56047,55523,1035,200,70
26,1f,80,vd,79,115,145,64423,63891,63391,62887,62411,61887,61375,60859,60343,59839,59287,58751,58211,57671,57119,1035,200,70
26,1f,80,vd,79,114,147,3,64995,64423,63891,63391,62887,62411,61887,61375,60859,60343,59839,59287,58751,58211,1062,200,72
26,1f,80,vd,79,113,149,1111,555,3,64995,64423,63891,63391,62887,62411,61887,61375,60859,60343,59839,59287,1062,200,72
26,1f,80,vd,79,113,151,2247,1671,1111,555,3,64995,64423,63891,63391,62887,62411,61887,61375,60859,60343,1098,281,74
26,1f,80,vd,80,112,152,2803,2247,1671,1111,555,3,64995,64423,63891,63391,62887,62411,61887,61375,60859,1098,281,74
26,1f,80,vd,78,112,154,3907,3355,2803,2247,1671,1111,555,3,64995,64423,63891,63391,62887,62411,61887,1125,200,75
26,1f,80,vd,79,111,156,4995,4463,3907,3355,2803,2247,1671,1111,555,3,64995,64423,63891,63391,62887,1125,200,75
26,1f,80,vd,79,111,158,6051,5523,4995,4463,3907,3355,2803,2247,1671,1111,555,3,64995,64423,63891,1152,200,77
26,1f,80,vd,77,112,160,7103,6567,6051,5523,4995,4463,3907,3355,2803,2247,1671,1111,555,3,64995,1152,200,77
26,1f,80,vd,80,112,162,8111,7599,7103,6567,6051,5523,4995,4463,3907,3355,2803,2247,1671,1111,555,1170,125,78
26,1f,80,vd,79,113,164,9139,8623,8111,7599,7103,6567,6051,5523,4995,4463,3907,3355,2803,2247,1671,1170,125,78
26,1f,80,vd,77,113,166,10171,9659,9139,8623,8111,7599,7103,6567,6051,5523,4995,4463,3907,3355,2803,1206,281,80
26,1f,80,vd,80,114,167,10683,10171,9659,9139,8623,8111,7599,7103,6567,6051,5523,4995,4463,3907,3355,1206,281,80
26,1f,80,vd,78,114,169,12247,11719,10683,10171,9659,9139,8623,8111,7599,7103,6567,6051,5523,4995,4463,1234,200,81
26,1f,80,vd,79,114,170,12763,12247,11719,10683,10171,9659,9139,8623,8111,7599,7103,6567,6051,5523,4995,1234,200,81
26,1f,80,vd,79,114,172,13795,13283,12763,12247,11719,10683,10171,9659,9139,8623,8111,7599,7103,6567,6051,1261,200,83
26,1f,80,vd,79,115,174,14827,14307,13795,13283,12763,12247,11719,10683,10171,9659,9139,8623,8111,7599,7103,1261,200,83
26,1f,80,vd,79,115,176,15855,15343,14827,14307,13795,13283,12763,12247,11719,10683,10171,9659,9139,8623,8111,1298,281,85
26,1f,80,vd,78,115,177,16363,15855,15343,14827,14307,13795,13283,12763,12247,11719,10683,10171,9659,9139,8623,1298,281,85
26,1f,80,vd,78,116,179,17875,17371,16363,15855,15343,14827,14307,13795,13283,12763,12247,11719,10683,10171,9659,1325,200,86
26,1f,80,vd,79,116,181,18855,18371,17875,17371,16363,15855,15343,14827,14307,13795,13283,12763,12247,11719,10683,1325,200,86
26,1f,80,vd,79,117,182,19343,18855,18371,17875,17371,16363,15855,15343,14827,14307,13795,13283,12763,12247,11719,1352,200,88
26,1f,80,vd,78,117,184,20855,20331,19343,18855,18371,17875,17371,16363,15855,15343,14827,14307,13795,13283,12763,1352,200,88
26,1f,80,vd,77,117,186,21883,21375,20855,20331,19343,18855,18371,17875,17371,16363,15855,15343,14827,14307,13795,1379,200,89
26,1f,80,vd,79,117,188,22923,22391,21883,21375,20855,20331,19343,18855,18371,17875,17371,16363,15855,15343,14827,1379,200,89
26,1f,80,vd,77,116,189,23931,22923,22391,21883,21375,20855,20331,19343,18855,18371,17875,17371,16363,15855,15343,1414,281,91
26,1f,80,vd,79,116,191,24951,24443,23931,22923,22391,21883,21375,20855,20331,19343,18855,18371,17875,17371,16363,1414,281,91
26,1f,80,vd,79,116,192,25459,24951,24443,23931,22923,22391,21883,21375,20855,20331,19343,18855,18371,17875,17371,1442,200,93
26,1f,80,vd,78,116,194,26979,26471,25459,24951,24443,23931,22923,22391,21883,21375,20855,20331,19343,18855,18371,1442,200,93
26,1f,80,vd,79,116,196,27995,27503,26979,26471,25459,24951,24443,23931,22923,22391,21883,21375,20855,20331,19343,1469,200,94
26,1f,80,vd,79,116,198,29011,28503,27995,27503,26979,26471,25459,24951,24443,23931,22923,22391,21883,21375,20855,1469,200,94
26,1f,80,vd,79,116,200,30027,29523,29011,28503,27995,27503,26979,26471,25459,24951,24443,23931,22923,22391,21883,1512,331,96
26,1f,80,vd,78,116,202,31059,30543,30027,29523,29011,28503,27995,27503,26979,26471,25459,24951,24443,23931,22923,1512,331,96
26,1f,80,vd,78,116,204,32071,31567,31059,30543,30027,29523,29011,28503,27995,27503,26979,26471,25459,24951,24443,1544,256,98
26,1f,80,vd,77,117,205,33071,32071,31567,31059,30543,30027,29523,29011,28503,27995,27503,26979,26471,25459,24951,1544,256,98
26,1f,80,vd,78,117,207,34087,33603,33071,32071,31567,31059,30543,30027,29523,29011,28503,27995,27503,26979,26471,1576,256,99
26,1f,80,vd,80,117,209,35111,34599,34087,33603,33071,32071,31567,31059,30543,30027,29523,29011,28503,27995,27503,1576,256,99
26,1f,80,vd,79,116,211,36191,35667,35111,34599,34087,33603,33071,32071,31567,31059,30543,30027,29523,29011,28503,1608,256,101
26,1f,80,vd,79,116,213,37259,36723,36191,35667,35111,34599,34087,33603,33071,32071,31567,31059,30543,30027,29523,1608,256,101
26,1f,80,vd,80,116,214,37795,37259,36723,36191,35667,35111,34599,34087,33603,33071,32071,31567,31059,30543,30027,1651,331,103
26,1f,80,vd,80,115,216,38883,38339,37795,37259,36723,36191,35667,35111,34599,34087,33603,33071,32071,31567,31059,1651,331,103
26,1f,80,vd,79,115,218,39955,39419,38883,38339,37795,37259,36723,36191,35667,35111,34599,34087,33603,33071,32071,1678,200,104
26,1f,80,vd,78,114,219,41015,39955,39419,38883,38339,37795,37259,36723,36191,35667,35111,34599,34087,33603,33071,1678,200,104
26,1f,80,vd,79,114,221,42047,41531,41015,39955,39419,38883,38339,37795,37259,36723,36191,35667,35111,34599,34087,1706,200,106
26,1f,80,vd,78,114,222,43059,42047,41531,41015,39955,39419,38883,38339,37795,37259,36723,36191,35667,35111,34599,1706,200,106
26,1f,80,vd,78,114,224,44063,43563,43059,42047,41531,41015,39955,39419,38883,38339,37795,37259,36723,36191,35667,1742,281,108
26,1f,80,vd,77,114,225,45079,44063,43563,43059,42047,41531,41015,39955,39419,38883,38339,37795,37259,36723,36191,1742,281,108
26,1f,80,vd,79,114,227,46143,45615,45079,44063,43563,43059,42047,41531,41015,39955,39419,38883,38339,37795,37259,1770,200,109
26,1f,80,vd,79,114,229,47231,46683,46143,45615,45079,44063,43563,43059,42047,41531,41015,39955,39419,38883,38339,1770,200,109
26,1f,80,vd,77,113,230,47791,47231,46683,46143,45615,45079,44063,43563,43059,42047,41531,41015,39955,39419,38883,1797,200,111
26,1f,80,vd,79,113,232,48883,48335,47791,47231,46683,46143,45615,45079,44063,43563,43059,42047,41531,41015,39955,1797,200,111
26,1f,80,vd,80,113,234,49959,49419,48883,48335,47791,47231,46683,46143,45615,45079,44063,43563,43059,42047,41531,1824,200,112
