I_est,F,G,A,H,T
0,"[9.999999974752427e-07, [['1000611763', 0.023000000044703484], ['1000832665', 0.023000000044703484], ['1001269777', 0.023000000044703484], ['1007386914', 0.023000000044703484], ['1007669144', 0.023000000044703484], ['1010224167', 0.023000000044703484], ['1013640808', 0.023000000044703484], ['1014258880', 0.023000000044703484], ['1015461098', 0.023000000044703484], ['1015468211', 0.023000000044703484], ['1015468796', 0.023000000044703484], ['1015481751', 0.023000000044703484], ['1016079347', 0.023000000044703484], ['1018515455', 0.023000000044703484], ['1019107402', 0.023000000044703484], ['1019115391', 0.023000000044703484], ['1020804505', 0.023000000044703484], ['1020804987', 0.023000000044703484], ['1020813120', 0.023000000044703484], ['1020814482', 0.023000000044703484], ['1020815953', 0.023000000044703484], ['1020821129', 0.023000000044703484], ['1020824328', 0.023000000044703484], ['1020828667', 0.023000000044703484], ['1022422154', 0.023000000044703484], ['1026295355', 0.023000000044703484], ['1026582059', 0.023000000044703484], ['1026586874', 0.023000000044703484], ['1031137228', 0.023000000044703484], ['1031150558', 0.023000000044703484], ['1032473955', 0.023000000044703484], ['1049644393', 0.023000000044703484], ['1052401998', 0.023000000044703484], ['1072709246', 0.023000000044703484], ['1073518685', 0.023000000044703484], ['1075688475', 0.023000000044703484], ['1078372140', 0.023000000044703484], ['1094962099', 0.023000000044703484], ['1102878153', 0.023000000044703484], ['1126242201', 0.023000000044703484], ['436994', 0.023000000044703484], ['52883703', 0.023000000044703484], ['550555', 0.023000000044703484]]]","[['Female', 0.5], ['Male', 0.5]]","[35L, 0L]","[166.6999969482422, 0.07999999821186066]",830
0,"[9.999999974752427e-07, [['1000163500', 0.023000000044703484], ['1000611763', 0.023000000044703484], ['1000832665', 0.023000000044703484], ['1001269777', 0.023000000044703484], ['1007386914', 0.023000000044703484], ['1007669144', 0.023000000044703484], ['1010224167', 0.023000000044703484], ['1013640808', 0.023000000044703484], ['1014258880', 0.023000000044703484], ['1015461098', 0.023000000044703484], ['1015468211', 0.023000000044703484], ['1015468796', 0.023000000044703484], ['1015481751', 0.023000000044703484], ['1016079347', 0.023000000044703484], ['1018515455', 0.023000000044703484], ['1019107402', 0.023000000044703484], ['1019115391', 0.023000000044703484], ['1020804505', 0.023000000044703484], ['1020804987', 0.023000000044703484], ['1020813120', 0.023000000044703484], ['1020814482', 0.023000000044703484], ['1020815953', 0.023000000044703484], ['1020821129', 0.023000000044703484], ['1020824328', 0.023000000044703484], ['1020828667', 0.023000000044703484], ['1022422154', 0.023000000044703484], ['1026295355', 0.023000000044703484], ['1026582059', 0.023000000044703484], ['1026586874', 0.023000000044703484], ['1031137228', 0.023000000044703484], ['1031150558', 0.023000000044703484], ['1032473955', 0.023000000044703484], ['1049644393', 0.023000000044703484], ['1052401998', 0.023000000044703484], ['1072709246', 0.023000000044703484], ['1073518685', 0.023000000044703484], ['1075688475', 0.023000000044703484], ['1078372140', 0.023000000044703484], ['1094962099', 0.023000000044703484], ['1102878153', 0.023000000044703484], ['1126242201', 0.023000000044703484], ['436994', 0.023000000044703484], ['52883703', 0.023000000044703484], ['550555', 0.023000000044703484]]]","[['Female', 0.5], ['Male', 0.5]]","[35L, 0L]","[187.3000030517578, 0.07999999821186066]",831
0,"[0.5270000100135803, [['436994', 0.5450000166893005], ['1000832665', 0.49300000071525574], ['1020815953', 0.492000013589859], ['1019107402', 0.48399999737739563], ['1031137228', 0.48100000619888306], ['1075688475', 0.4650000035762787], ['1007386914', 0.38999998569488525], ['1020828667', 0.3240000009536743], ['1016079347', 0.289000004529953], ['1000611763', 0.27000001072883606], ['1073518685', 0.2460000067949295], ['1019115391', 0.2370000034570694], ['1072709246', 0.2150000035762787], ['1013640808', 0.21400000154972076], ['1020824328', 0.1679999977350235], ['1102878153', 0.16699999570846558], ['1026295355', 0.15800000727176666], ['1094962099', 0.15299999713897705], ['1010224167', 0.14900000393390656], ['1000163500', 0.12300000339746475], ['1014258880', 0.11500000208616257], ['1020813120', 0.11400000005960464], ['1032473955', 0.11100000143051147], ['1026582059', 0.10899999737739563], ['1020814482', 0.10400000214576721], ['1020804505', 0.0989999994635582], ['1015481751', 0.09300000220537186], ['1052401998', 0.09099999815225601], ['1018515455', 0.08299999684095383], ['1001269777', 0.08100000023841858], ['1031150558', 0.08100000023841858], ['1020804987', 0.07500000298023224], ['550555', 0.07400000095367432], ['1015468796', 0.07000000029802322], ['1015468211', 0.06599999964237213], ['1022422154', 0.06499999761581421], ['1007669144', 0.06400000303983688], ['1078372140', 0.06199999898672104], ['1049644393', 0.057999998331069946], ['1020821129', 0.035999998450279236], ['1126242201', 0.013000000268220901], ['52883703', 0.007000000216066837], ['1015461098', 0.0], ['1026586874', 0.0]]]","[['Female', 0.10900002717971802], ['Male', 0.890999972820282]]","[27L, 0.2849999964237213]","[175.6999969482422, 0.07999999821186066]",832
0,"[0.7400000095367432, [['1000611763', 0.414000004529953], ['1031137228', 0.33399999141693115], ['1007386914', 0.30000001192092896], ['1015481751', 0.2980000078678131], ['1000832665', 0.28600001335144043], ['1018515455', 0.2800000011920929], ['1010224167', 0.2630000114440918], ['1014258880', 0.257999986410141], ['1019107402', 0.24199999868869781], ['436994', 0.23800000548362732], ['550555', 0.23399999737739563], ['1020828667', 0.20399999618530273], ['1075688475', 0.1940000057220459], ['1032473955', 0.1889999955892563], ['1019115391', 0.18799999356269836], ['1020815953', 0.1850000023841858], ['1015461098', 0.18400000035762787], ['1015468796', 0.16899999976158142], ['1016079347', 0.16899999976158142], ['1102878153', 0.16699999570846558], ['1020804987', 0.16099999845027924], ['1013640808', 0.16099999845027924], ['1015468211', 0.1599999964237213], ['1026582059', 0.15299999713897705], ['1026295355', 0.13600000739097595], ['1020813120', 0.12999999523162842], ['1020804505', 0.1289999932050705], ['52883703', 0.12300000339746475], ['1007669144', 0.11699999868869781], ['1072709246', 0.11100000143051147], ['1004461403', 0.09799999743700027], ['1031150558', 0.09600000083446503], ['1052401998', 0.08699999749660492], ['1126242201', 0.0820000022649765], ['1001269777', 0.07900000363588333], ['1078372140', 0.07800000160932541], ['1020824328', 0.07800000160932541], ['1020821129', 0.07599999755620956], ['1020814482', 0.07000000029802322], ['1022422154', 0.06499999761581421], ['1049644393', 0.06300000101327896], ['1073518685', 0.06199999898672104], ['1026586874', 0.050999999046325684], ['1094962099', 0.013000000268220901], ['1000163500', 0.0]]]","[['Female', 0.515999972820282], ['Male', 0.484000027179718]]","[59L, 0.3330000042915344]","[172.1999969482422, 0.07999999821186066]",833
0,"[0.7900000214576721, [['1015468796', 0.47999998927116394], ['1052401998', 0.3889999985694885], ['1020821129', 0.3580000102519989], ['1016079347', 0.2939999997615814], ['1020814482', 0.2919999957084656], ['1015461098', 0.2919999957084656], ['1026582059', 0.2809999883174896], ['1019115391', 0.27900001406669617], ['1126242201', 0.27900001406669617], ['1010224167', 0.2619999945163727], ['1001269777', 0.25999999046325684], ['1015481751', 0.2150000035762787], ['1007669144', 0.20999999344348907], ['1022422154', 0.1979999989271164], ['1026586874', 0.18799999356269836], ['1000611763', 0.1770000010728836], ['1031150558', 0.1679999977350235], ['1032473955', 0.16500000655651093], ['1014258880', 0.15600000321865082], ['1000850563', 0.1469999998807907], ['1075688475', 0.1459999978542328], ['1007386914', 0.14499999582767487], ['1094962099', 0.13199999928474426], ['1026295355', 0.12800000607967377], ['1073518685', 0.12600000202655792], ['1015468211', 0.12200000137090683], ['1020813120', 0.11599999666213989], ['1031137228', 0.10999999940395355], ['1019107402', 0.10000000149011612], ['1020804505', 0.10000000149011612], ['436994', 0.09700000286102295], ['550555', 0.0949999988079071], ['1020824328', 0.0949999988079071], ['1072709246', 0.09300000220537186], ['1078372140', 0.08900000154972076], ['1102878153', 0.08100000023841858], ['1049644393', 0.07900000363588333], ['1013640808', 0.07500000298023224], ['1000832665', 0.07400000095367432], ['1018515455', 0.07000000029802322], ['1020804987', 0.061000000685453415], ['52883703', 0.05400000140070915], ['1004461403', 0.05400000140070915], ['1020828667', 0.017999999225139618], ['1020815953', 0.017000000923871994], ['1000163500', 0.00800000037997961]]]","[['Female', 0.2929999828338623], ['Male', 0.7070000171661377]]","[25L, 0.6660000085830688]","[166.5, 0.07999999821186066]",833
0,"[9.999999974752427e-07, [['1000163500', 0.020999999716877937], ['1000611763', 0.020999999716877937], ['1000832665', 0.020999999716877937], ['1000850563', 0.020999999716877937], ['1001054711', 0.020999999716877937], ['1001269777', 0.020999999716877937], ['1004461403', 0.020999999716877937], ['1007386914', 0.020999999716877937], ['1007669144', 0.020999999716877937], ['1010224167', 0.020999999716877937], ['1013640808', 0.020999999716877937], ['1014258880', 0.020999999716877937], ['1015461098', 0.020999999716877937], ['1015468211', 0.020999999716877937], ['1015468796', 0.020999999716877937], ['1015481751', 0.020999999716877937], ['1016079347', 0.020999999716877937], ['1018515455', 0.020999999716877937], ['1019107402', 0.020999999716877937], ['1019115391', 0.020999999716877937], ['1020804505', 0.020999999716877937], ['1020804987', 0.020999999716877937], ['1020813120', 0.020999999716877937], ['1020814482', 0.020999999716877937], ['1020815953', 0.020999999716877937], ['1020821129', 0.020999999716877937], ['1020824328', 0.020999999716877937], ['1020828667', 0.020999999716877937], ['1022422154', 0.020999999716877937], ['1026295355', 0.020999999716877937], ['1026582059', 0.020999999716877937], ['1026586874', 0.020999999716877937], ['1031137228', 0.020999999716877937], ['1031150558', 0.020999999716877937], ['1032473955', 0.020999999716877937], ['1049644393', 0.020999999716877937], ['1052401998', 0.020999999716877937], ['1072709246', 0.020999999716877937], ['1073518685', 0.020999999716877937], ['1075688475', 0.020999999716877937], ['1078372140', 0.020999999716877937], ['1094962099', 0.020999999716877937], ['1102878153', 0.020999999716877937], ['1126242201', 0.020999999716877937], ['436994', 0.020999999716877937], ['52883703', 0.020999999716877937], ['550555', 0.020999999716877937]]]","[['Female', 0.5], ['Male', 0.5]]","[35L, 0L]","[173.5, 0.07999999821186066]",834
0,"[0.7279999852180481, [['1015461098', 0.4000000059604645], ['1052401998', 0.34299999475479126], ['1015481751', 0.3400000035762787], ['1022422154', 0.33899998664855957], ['1020821129', 0.3109999895095825], ['1001054711', 0.30000001192092896], ['1015468796', 0.2840000092983246], ['1026295355', 0.27399998903274536], ['1026582059', 0.23199999332427979], ['1126242201', 0.23100000619888306], ['1124071959', 0.2280000001192093], ['1020813120', 0.22599999606609344], ['1001269777', 0.2240000069141388], ['1031150558', 0.20600000023841858], ['1020814482', 0.20100000500679016], ['1000832665', 0.20000000298023224], ['1010224167', 0.1979999989271164], ['550555', 0.19599999487400055], ['1031137228', 0.1899999976158142], ['1019107402', 0.17900000512599945], ['1014258880', 0.17299999296665192], ['1019115391', 0.16599999368190765], ['1004461403', 0.1469999998807907], ['1000611763', 0.14399999380111694], ['1032473955', 0.12200000137090683], ['1000850563', 0.11599999666213989], ['1094962099', 0.1120000034570694], ['1075688475', 0.10700000077486038], ['1007669144', 0.10700000077486038], ['1020804505', 0.0949999988079071], ['1016079347', 0.0949999988079071], ['1020815953', 0.08900000154972076], ['1078372140', 0.08699999749660492], ['1007386914', 0.0820000022649765], ['1018515455', 0.0820000022649765], ['1073518685', 0.07599999755620956], ['1102878153', 0.07500000298023224], ['52883703', 0.07400000095367432], ['1020804987', 0.0729999989271164], ['1026586874', 0.0729999989271164], ['1049644393', 0.07199999690055847], ['1072709246', 0.06800000369548798], ['1013640808', 0.06499999761581421], ['1015468211', 0.05900000035762787], ['1020824328', 0.05900000035762787], ['1020828667', 0.027000000700354576], ['436994', 0.00800000037997961], ['1000163500', 0.0]]]","[['Female', 0.14300000667572021], ['Male', 0.8569999933242798]]","[24L, 0.6660000085830688]","[174.3000030517578, 0.07999999821186066]",834
0,"[0.5590000152587891, [['1019107402', 0.7390000224113464], ['436994', 0.43299999833106995], ['1004461403', 0.421999990940094], ['1072709246', 0.4129999876022339], ['1000832665', 0.32899999618530273], ['1020815953', 0.3109999895095825], ['1026582059', 0.30399999022483826], ['1019115391', 0.2759999930858612], ['1031137228', 0.26499998569488525], ['1075688475', 0.25999999046325684], ['1020824328', 0.2590000033378601], ['1013640808', 0.25099998712539673], ['1016079347', 0.23800000548362732], ['1073518685', 0.23199999332427979], ['1020814482', 0.23000000417232513], ['1007386914', 0.20499999821186066], ['1000611763', 0.20499999821186066], ['1010224167', 0.1720000058412552], ['1018508196', 0.16699999570846558], ['1020821129', 0.15600000321865082], ['1015468796', 0.14499999582767487], ['1007669144', 0.12099999934434891], ['1000163500', 0.10899999737739563], ['1015481751', 0.10000000149011612], ['1015461098', 0.0989999994635582], ['1124071959', 0.0989999994635582], ['1026295355', 0.09700000286102295], ['1001054711', 0.09200000017881393], ['1020813120', 0.08900000154972076], ['1001269777', 0.08900000154972076], ['1026586874', 0.0860000029206276], ['1015468211', 0.07599999755620956], ['1102878153', 0.07599999755620956], ['1032473955', 0.07400000095367432], ['1126242201', 0.0729999989271164], ['1020804505', 0.07000000029802322], ['1000850563', 0.0689999982714653], ['1020828667', 0.061000000685453415], ['1052401998', 0.05999999865889549], ['1031150558', 0.054999999701976776], ['550555', 0.05299999937415123], ['1020804987', 0.050999999046325684], ['1094962099', 0.04100000113248825], ['1014258880', 0.03400000184774399], ['1022422154', 0.013000000268220901], ['1049644393', 0.0], ['52883703', 0.0], ['1078372140', 0.0], ['1018515455', 0.0]]]","[['Female', 0.0], ['Male', 1.0]]","[27L, 0.6660000085830688]","[177.8000030517578, 0.07999999821186066]",835
0,"[0.7009999752044678, [['1010224167', 0.5450000166893005], ['1015461098', 0.4000000059604645], ['1026582059', 0.3610000014305115], ['1020821129', 0.335999995470047], ['1019115391', 0.3190000057220459], ['1020814482', 0.289000004529953], ['1007669144', 0.27799999713897705], ['1032473955', 0.27399998903274536], ['1018508196', 0.27399998903274536], ['1073518685', 0.2619999945163727], ['1020813120', 0.2529999911785126], ['1019107402', 0.2460000067949295], ['1020824328', 0.24400000274181366], ['1000611763', 0.23800000548362732], ['1014258880', 0.23199999332427979], ['1026586874', 0.22100000083446503], ['1102878153', 0.21199999749660492], ['1072709246', 0.20800000429153442], ['1015468796', 0.20499999821186066], ['550555', 0.1899999976158142], ['1020804987', 0.1550000011920929], ['1001054711', 0.1550000011920929], ['1052401998', 0.15399999916553497], ['1124071959', 0.15199999511241913], ['1013640808', 0.14800000190734863], ['1000850563', 0.13899999856948853], ['1015468211', 0.12200000137090683], ['1126242201', 0.12200000137090683], ['1020815953', 0.11900000274181366], ['1026295355', 0.11599999666213989], ['1007386914', 0.11599999666213989], ['1000832665', 0.11500000208616257], ['1022422154', 0.10999999940395355], ['436994', 0.10199999809265137], ['1004461403', 0.10000000149011612], ['1031150558', 0.09799999743700027], ['1015481751', 0.09700000286102295], ['1031137228', 0.0949999988079071], ['1016079347', 0.09000000357627869], ['1001269777', 0.07500000298023224], ['1078372140', 0.07199999690055847], ['52883703', 0.06300000101327896], ['1020804505', 0.057999998331069946], ['1049644393', 0.052000001072883606], ['1075688475', 0.050999999046325684], ['1020828667', 0.03200000151991844], ['1094962099', 0.0], ['1018515455', 0.0], ['1000163500', 0.0]]]","[['Female', 0.0], ['Male', 1.0]]","[24L, 0.6660000085830688]","[182.1999969482422, 0.07999999821186066]",835
0,"[0.7480000257492065, [['1052401998', 0.40799999237060547], ['1015468796', 0.38100001215934753], ['1020814482', 0.2939999997615814], ['1000611763', 0.2919999957084656], ['1094962099', 0.27900001406669617], ['1001054711', 0.2770000100135803], ['1001269777', 0.2680000066757202], ['1015461098', 0.257999986410141], ['1020821129', 0.24899999797344208], ['1018508196', 0.24799999594688416], ['1007386914', 0.2460000067949295], ['1019115391', 0.23600000143051147], ['1032487011', 0.2280000001192093], ['1004461403', 0.22100000083446503], ['1020804505', 0.20900000631809235], ['1026295355', 0.2029999941587448], ['1022422154', 0.1979999989271164], ['1016079347', 0.19599999487400055], ['1013640808', 0.19200000166893005], ['1032473955', 0.1860000044107437], ['1007669144', 0.1809999942779541], ['1020813120', 0.17299999296665192], ['1075688475', 0.1679999977350235], ['1015468211', 0.16599999368190765], ['1073518685', 0.1550000011920929], ['1015481751', 0.1550000011920929], ['1031137228', 0.1459999978542328], ['1078372140', 0.14000000059604645], ['1014258880', 0.13099999725818634], ['1010224167', 0.12999999523162842], ['1000832665', 0.12999999523162842], ['1126242201', 0.12600000202655792], ['1020804987', 0.12600000202655792], ['1102878153', 0.11900000274181366], ['1019107402', 0.11800000071525574], ['436994', 0.11100000143051147], ['1026582059', 0.1080000028014183], ['1031150558', 0.10599999874830246], ['1018515455', 0.10100000351667404], ['1049644393', 0.09799999743700027], ['1020824328', 0.09700000286102295], ['1020815953', 0.08799999952316284], ['550555', 0.08799999952316284], ['1124071959', 0.0860000029206276], ['1000850563', 0.07800000160932541], ['1026586874', 0.06599999964237213], ['1020828667', 0.05900000035762787], ['1000163500', 0.004000000189989805], ['1072709246', 0.0], ['52883703', 0.0]]]","[['Female', 0.10100001096725464], ['Male', 0.8989999890327454]]","[29L, 0.6660000085830688]","[174.6999969482422, 0.07999999821186066]",836
0,"[0.6039999723434448, [['1031137228', 0.9509999752044678], ['1000611763', 0.7039999961853027], ['1000832665', 0.5600000023841858], ['1007386914', 0.49900001287460327], ['1075688475', 0.48399999737739563], ['1019107402', 0.4580000042915344], ['436994', 0.4269999861717224], ['1020815953', 0.421999990940094], ['1016079347', 0.4169999957084656], ['1004461403', 0.3720000088214874], ['1000850563', 0.27900001406669617], ['1015468796', 0.2460000067949295], ['1010224167', 0.2199999988079071], ['1019115391', 0.21799999475479126], ['1102878153', 0.20900000631809235], ['1032473955', 0.20900000631809235], ['1014258880', 0.2029999941587448], ['1018515455', 0.20000000298023224], ['1072709246', 0.18700000643730164], ['1013640808', 0.17000000178813934], ['1001269777', 0.16899999976158142], ['1031150558', 0.1550000011920929], ['1020828667', 0.15299999713897705], ['1052401998', 0.15199999511241913], ['1020813120', 0.14499999582767487], ['1020824328', 0.1420000046491623], ['1015461098', 0.13300000131130219], ['1026582059', 0.12300000339746475], ['550555', 0.11999999731779099], ['1018508196', 0.11500000208616257], ['1015468211', 0.11400000005960464], ['1022422154', 0.11400000005960464], ['1019142951', 0.10700000077486038], ['1032487011', 0.10599999874830246], ['1026295355', 0.10400000214576721], ['1124071959', 0.10300000011920929], ['1020804505', 0.10000000149011612], ['1000163500', 0.10000000149011612], ['1020804987', 0.09099999815225601], ['1007669144', 0.08699999749660492], ['1078372140', 0.0860000029206276], ['1073518685', 0.07900000363588333], ['1126242201', 0.07900000363588333], ['1001054711', 0.07800000160932541], ['1020814482', 0.0729999989271164], ['1015481751', 0.061000000685453415], ['1020821129', 0.0560000017285347], ['1094962099', 0.04500000178813934], ['1026586874', 0.04399999976158142], ['52883703', 0.041999999433755875], ['1049644393', 0.0]]]","[['Female', 0.0], ['Male', 1.0]]","[22L, 0.6660000085830688]","[173.0, 0.07999999821186066]",845
0,"[0.6309999823570251, [['1031137228', 0.9599999785423279], ['1000611763', 0.6259999871253967], ['1000832665', 0.5370000004768372], ['1007386914', 0.46000000834465027], ['1020815953', 0.4560000002384186], ['1075688475', 0.4320000112056732], ['1019107402', 0.42399999499320984], ['1016079347', 0.4129999876022339], ['436994', 0.35600000619888306], ['1004461403', 0.3529999852180481], ['1000850563', 0.29499998688697815], ['1020828667', 0.25], ['1018515455', 0.24199999868869781], ['1010224167', 0.21899999678134918], ['1019115391', 0.21799999475479126], ['1015468796', 0.21799999475479126], ['1102878153', 0.210999995470047], ['1001269777', 0.2070000022649765], ['1013640808', 0.20000000298023224], ['1032473955', 0.19900000095367432], ['1014258880', 0.18700000643730164], ['1026295355', 0.1679999977350235], ['1018508196', 0.15199999511241913], ['1015461098', 0.1469999998807907], ['1072709246', 0.14399999380111694], ['1026582059', 0.13500000536441803], ['1124071959', 0.13099999725818634], ['1019142951', 0.12700000405311584], ['1052401998', 0.12099999934434891], ['1020824328', 0.11999999731779099], ['1020804505', 0.11100000143051147], ['550555', 0.10899999737739563], ['1020813120', 0.1080000028014183], ['1031150558', 0.10199999809265137], ['1032487011', 0.09300000220537186], ['1001054711', 0.09200000017881393], ['1073518685', 0.09099999815225601], ['1094962099', 0.09099999815225601], ['1026586874', 0.08799999952316284], ['1000163500', 0.07900000363588333], ['1007669144', 0.07599999755620956], ['1015468211', 0.07500000298023224], ['1022422154', 0.07500000298023224], ['1078372140', 0.07100000232458115], ['1015481751', 0.06400000303983688], ['1126242201', 0.061000000685453415], ['1020814482', 0.05900000035762787], ['52883703', 0.054999999701976776], ['1020821129', 0.05299999937415123], ['1020804987', 0.050999999046325684], ['1049644393', 0.0]]]","[['Female', 0.18199998140335083], ['Male', 0.8180000185966492]]","[28L, 0.20000000298023224]","[165.10000610351562, 0.07999999821186066]",846
0,"[0.515999972820282, [['1031137228', 0.8209999799728394], ['1000611763', 0.4779999852180481], ['1020815953', 0.4269999861717224], ['1019107402', 0.3970000147819519], ['1000832665', 0.3930000066757202], ['1007386914', 0.3779999911785126], ['436994', 0.3610000014305115], ['1016079347', 0.3319999873638153], ['1075688475', 0.3319999873638153], ['1020828667', 0.2930000126361847], ['1004461403', 0.27399998903274536], ['1000850563', 0.27000001072883606], ['1018515455', 0.24300000071525574], ['1031150558', 0.23399999737739563], ['1032473955', 0.21699999272823334], ['1013640808', 0.21299999952316284], ['1015468796', 0.18199999630451202], ['1014258880', 0.1770000010728836], ['1001269777', 0.16699999570846558], ['1019115391', 0.15600000321865082], ['1052401998', 0.14800000190734863], ['1019142951', 0.12700000405311584], ['1026582059', 0.11699999868869781], ['1010224167', 0.11599999666213989], ['1018508196', 0.11599999666213989], ['1001054711', 0.11299999803304672], ['1026295355', 0.0989999994635582], ['1020821129', 0.09099999815225601], ['1000163500', 0.08900000154972076], ['1078372140', 0.08399999886751175], ['1020813120', 0.08299999684095383], ['1020804505', 0.0820000022649765], ['1020804987', 0.07900000363588333], ['1020814482', 0.07800000160932541], ['1124071959', 0.07800000160932541], ['1022422154', 0.07699999958276749], ['550555', 0.07699999958276749], ['1015468211', 0.07599999755620956], ['1126242201', 0.07100000232458115], ['1072709246', 0.06700000166893005], ['1015461098', 0.06700000166893005], ['1094962099', 0.061000000685453415], ['1102878153', 0.057999998331069946], ['1073518685', 0.05700000002980232], ['1020824328', 0.05299999937415123], ['1015481751', 0.027000000700354576], ['1032487011', 0.004000000189989805], ['1049644393', 0.0], ['52883703', 0.0], ['1026586874', 0.0], ['1007669144', 0.0]]]","[['Female', 0.14899998903274536], ['Male', 0.8510000109672546]]","[43L, 0.16599999368190765]","[165.10000610351562, 0.07999999821186066]",847
0,"[0.675000011920929, [['1031137228', 0.9620000123977661], ['1000611763', 0.5950000286102295], ['1000832665', 0.527999997138977], ['1007386914', 0.4729999899864197], ['1020815953', 0.4620000123977661], ['436994', 0.4480000138282776], ['1019107402', 0.44600000977516174], ['1004461403', 0.4410000145435333], ['1075688475', 0.4399999976158142], ['1016079347', 0.4129999876022339], ['1020828667', 0.3100000023841858], ['1000850563', 0.2879999876022339], ['1018515455', 0.23999999463558197], ['1014258880', 0.2280000001192093], ['1015468796', 0.210999995470047], ['1010224167', 0.20200000703334808], ['1019115391', 0.1809999942779541], ['1013640808', 0.1809999942779541], ['1031150558', 0.17499999701976776], ['1026295355', 0.17399999499320984], ['1102878153', 0.16899999976158142], ['1052401998', 0.16300000250339508], ['1032473955', 0.1589999943971634], ['1001269777', 0.15299999713897705], ['1020824328', 0.14300000667572021], ['1022422154', 0.14100000262260437], ['1072709246', 0.13899999856948853], ['1020813120', 0.13600000739097595], ['1018508196', 0.13300000131130219], ['1019142951', 0.13199999928474426], ['1015468211', 0.12700000405311584], ['1124071959', 0.12099999934434891], ['1015461098', 0.11699999868869781], ['1020804505', 0.10499999672174454], ['1001054711', 0.10499999672174454], ['1126242201', 0.10100000351667404], ['550555', 0.10100000351667404], ['1020804987', 0.0989999994635582], ['1015481751', 0.09600000083446503], ['1032487011', 0.09399999678134918], ['1007669144', 0.09300000220537186], ['1073518685', 0.0820000022649765], ['1026582059', 0.07500000298023224], ['1078372140', 0.0729999989271164], ['1094962099', 0.06700000166893005], ['1020821129', 0.05999999865889549], ['1000163500', 0.05400000140070915], ['1020814482', 0.05299999937415123], ['52883703', 0.03400000184774399], ['1049644393', 0.013000000268220901], ['1026586874', 0.0]]]","[['Female', 0.0], ['Male', 1.0]]","[32L, 0.25]","[165.1999969482422, 0.07999999821186066]",847
0,"[0.656000018119812, [['1031137228', 0.9710000157356262], ['1000611763', 0.6079999804496765], ['1000832665', 0.4909999966621399], ['1007386914', 0.414000004529953], ['1019107402', 0.4099999964237213], ['1020815953', 0.4050000011920929], ['1016079347', 0.3919999897480011], ['1075688475', 0.3630000054836273], ['1004461403', 0.3569999933242798], ['436994', 0.3490000069141388], ['1000850563', 0.33399999141693115], ['1020828667', 0.2980000078678131], ['1015468796', 0.28999999165534973], ['1001269777', 0.2750000059604645], ['1014258880', 0.23100000619888306], ['1019115391', 0.2290000021457672], ['1018515455', 0.22499999403953552], ['1010224167', 0.21799999475479126], ['1013640808', 0.21799999475479126], ['1031150558', 0.20999999344348907], ['1032473955', 0.20900000631809235], ['1102878153', 0.20600000023841858], ['1072709246', 0.1770000010728836], ['1018508196', 0.1589999943971634], ['1026295355', 0.15800000727176666], ['1015461098', 0.15800000727176666], ['1022422154', 0.15000000596046448], ['1026582059', 0.14900000393390656], ['1020824328', 0.14900000393390656], ['1052401998', 0.1469999998807907], ['1020813120', 0.13300000131130219], ['1124071959', 0.13199999928474426], ['550555', 0.12800000607967377], ['1019142951', 0.11999999731779099], ['1001054711', 0.11100000143051147], ['1073518685', 0.10999999940395355], ['1015468211', 0.10100000351667404], ['1126242201', 0.0989999994635582], ['1007669144', 0.09000000357627869], ['1020804505', 0.08900000154972076], ['1020821129', 0.07500000298023224], ['1020814482', 0.07199999690055847], ['1015481751', 0.07100000232458115], ['1094962099', 0.07000000029802322], ['1032487011', 0.06199999898672104], ['52883703', 0.05700000002980232], ['1020804987', 0.054999999701976776], ['1078372140', 0.05000000074505806], ['1026586874', 0.05000000074505806], ['1049644393', 0.04600000008940697], ['1000163500', 0.03400000184774399]]]","[['Female', 0.10600000619888306], ['Male', 0.8939999938011169]]","[23L, 0.3330000042915344]","[171.0, 0.07999999821186066]",848
