I_real,I_est,I_prob,Calc_time,R
1031137228,0,[1.0],57.3190000057,1
1031137228,1031137228,[ 0.17599154  0.82400846],26.9159998894,0
1094954671,1031137228,[ 0.34879799  0.65120201],81.8409998417,1
1094954671,1094954671,[ 0.09643929  0.22366786  0.67989285],27.2180001736,0
1094954671,1094954671,[ 0.10647607  0.27915712  0.61436681],35.4859998226,0
1094954671,1094954671,[ 0.14337839  0.20309245  0.65352915],30.9630000591,0
